"sel","_id","gc","length","W_Bin_194-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","3419","0.5021","2173","2.4404","Eukaryota","Bacillariophyta","c_000004061271"
"","3420","0.4541","1731","6.1155","no-hit","no-hit","c_000001728038"
"","3421","0.4661","1622","5.7281","no-hit","no-hit","c_000005158360"
"","3422","0.4642","3154","16.5818","Eukaryota","Bacillariophyta","c_000000292339"
"","3423","0.4825","1683","5.6661","Eukaryota","Bacillariophyta","c_000000724151"
"","3424","0.4911","1181","5.9424","no-hit","no-hit","c_000002274308"
"","3425","0.4846","2625","8.973","no-hit","no-hit","c_000000202511"
"","3426","0.4721","1201","4.0175","no-hit","no-hit","c_000000103766"
"","3427","0.4903","2900","9.1328","Eukaryota","Bacillariophyta","c_000002249459"
"","3428","0.4751","1568","7.2889","Eukaryota","Bacillariophyta","c_000003310405"
"","3429","0.4587","1308","9.2087","no-hit","no-hit","c_000000761384"
"","3430","0.4614","1140","4.25","no-hit","no-hit","c_000003294716"
"","3431","0.4787","1126","6.4805","no-hit","no-hit","c_000002461245"
"","3432","0.4796","1203","8.2286","Eukaryota","Bacillariophyta","c_000004767385"
"","3433","0.4546","1025","12.0966","Eukaryota","Bacillariophyta","c_000000668486"
"","3434","0.4749","3447","5.0757","Eukaryota","Bacillariophyta","c_000001213977"
"","3435","0.4632","1604","17.3897","no-hit","no-hit","c_000003930260"
"","3436","0.4836","2591","9.1552","Eukaryota","Bacillariophyta","c_000005281421"
"","3437","0.4706","1022","6.2828","Eukaryota","Bacillariophyta","c_000002552797"
"","3438","0.4717","1200","9.7958","no-hit","no-hit","c_000003246995"
"","3439","0.4684","1473","7.4834","Eukaryota","Bacillariophyta","c_000001603902"
"","3440","0.482","1058","6.2193","Eukaryota","Bacillariophyta","c_000004572506"
"","3441","0.4802","1587","7.5186","Eukaryota","Bacillariophyta","c_000004524088"
"","3442","0.4902","1887","6.9815","Eukaryota","Bacillariophyta","c_000002163579"
"","3443","0.4635","1262","8.5032","no-hit","no-hit","c_000001117187"
"","3444","0.4386","1229","6.9683","Eukaryota","Bacillariophyta","c_000001403114"
"","3445","0.4785","1747","2.893","no-hit","no-hit","c_000004610891"
"","3446","0.445","1546","3.3583","no-hit","no-hit","c_000004571164"
"","3447","0.4675","1923","4.5486","no-hit","no-hit","c_000002223135"
"","3448","0.4984","1286","104.6439","no-hit","no-hit","c_000004889302"
"","3449","0.4895","2288","190.6171","no-hit","no-hit","c_000002379220"
"","3450","0.47","1664","4.2794","no-hit","no-hit","c_000000754999"
"","3451","0.4962","1836","5.9363","Eukaryota","Bacillariophyta","c_000000646398"
"","3452","0.5111","1307","4.4468","Eukaryota","Bacillariophyta","c_000000977395"
"","3454","0.4619","2035","8.172","no-hit","no-hit","c_000003474679"
"","3455","0.4858","2532","5.2484","Eukaryota","Bacillariophyta","c_000004664290"
"","3456","0.4777","1256","2.6624","Eukaryota","Bacillariophyta","c_000005436455"
"","3457","0.4818","1704","7.3187","Eukaryota","Bacillariophyta","c_000000847568"
"","3458","0.4851","1245","7.3976","no-hit","no-hit","c_000003779391"
"","3459","0.474","2306","15.5776","Eukaryota","Bacillariophyta","c_000004940798"
"","3460","0.5031","1632","7.4449","Eukaryota","Bacillariophyta","c_000002748721"
"","3461","0.4639","1412","5.3931","Eukaryota","Bacillariophyta","c_000002949539"
"","3462","0.5095","2053","6.1432","no-hit","no-hit","c_000001041674"
"","3463","0.4442","1022","5.8278","Eukaryota","Bacillariophyta","c_000005231106"
"","3464","0.4797","1061","6.2535","Eukaryota","Bacillariophyta","c_000002130091"
"","3465","0.4887","1150","6.0357","Eukaryota","Bacillariophyta","c_000003621686"
"","3466","0.484","1409","9.511","Eukaryota","Bacillariophyta","c_000005230388"
"","3467","0.4712","1093","6.516","Eukaryota","Bacillariophyta","c_000001194640"
"","3468","0.4801","1031","5.8545","Eukaryota","Bacillariophyta","c_000002362950"
"","3469","0.4901","1612","6.2438","Eukaryota","Bacillariophyta","c_000001880090"
"","3470","0.4887","2247","4.3458","no-hit","no-hit","c_000002547641"
"","3471","0.5047","1175","4.3855","no-hit","no-hit","c_000002857109"
"","3472","0.494","2243","5.9099","Eukaryota","Bacillariophyta","c_000004763061"
"","3473","0.473","1575","7.1949","Eukaryota","Bacillariophyta","c_000000221783"
"","3474","0.4594","2708","5.3892","Eukaryota","Bacillariophyta","c_000004125905"
"","3475","0.4741","1139","3.9069","no-hit","no-hit","c_000000038110"
"","3476","0.5078","1095","5.1854","no-hit","no-hit","c_000005420912"
"","3477","0.4679","1229","5.4581","no-hit","no-hit","c_000000479939"
"","3478","0.4695","2441","6.5703","Eukaryota","Bacillariophyta","c_000004934812"
"","3479","0.507","1507","5.998","no-hit","no-hit","c_000001766621"
"","3480","0.4729","1072","5.4142","no-hit","no-hit","c_000003623219"
"","3481","0.4791","1342","3.0939","no-hit","no-hit","c_000004239351"
"","3482","0.4703","2324","8.0207","Eukaryota","Bacillariophyta","c_000000335500"
"","3483","0.4444","1098","4.1776","Eukaryota","Bacillariophyta","c_000001425763"
"","3484","0.4841","1981","5.8279","no-hit","no-hit","c_000001984865"
"","3485","0.4755","1001","3.6124","no-hit","no-hit","c_000002073631"
"","3486","0.4772","1752","4.585","Eukaryota","Bacillariophyta","c_000003475183"
"","3487","0.4659","1395","5.8022","no-hit","no-hit","c_000003955900"
"","3488","0.4878","2095","6.0301","no-hit","no-hit","c_000001500187"
"","3490","0.477","1564","5.6515","Eukaryota","Bacillariophyta","c_000004889935"
"","3491","0.4646","1806","306.8826","Eukaryota","Bacillariophyta","c_000002434045"
"","3492","0.4927","2586","5.5847","Eukaryota","Bacillariophyta","c_000002356314"
"","3493","0.4738","2883","11.9102","Eukaryota","Bacillariophyta","c_000004456600"
"","3494","0.4458","2508","6.9765","Eukaryota","Bacillariophyta","c_000001014575"
"","3495","0.4587","1138","5.9982","Eukaryota","Bacillariophyta","c_000001166697"
"","3496","0.4841","1537","7.7137","Eukaryota","Bacillariophyta","c_000002788103"
"","3497","0.4748","1131","4.763","no-hit","no-hit","c_000002446687"
"","3498","0.464","2252","8.2105","no-hit","no-hit","c_000001936151"
"","3499","0.4884","1245","199.6024","no-hit","no-hit","c_000001021739"
"","3500","0.5164","1371","5.9716","Eukaryota","Bacillariophyta","c_000003729653"
"","3501","0.4736","1155","4.445","no-hit","no-hit","c_000003379681"
"","3502","0.472","1663","4.54","no-hit","no-hit","c_000004958266"
"","3503","0.4774","1085","9.3972","Eukaryota","Bacillariophyta","c_000004237402"
"","3504","0.4784","1183","3.2198","no-hit","no-hit","c_000001130698"
"","3505","0.4848","1972","4.3088","Eukaryota","Bacillariophyta","c_000003924540"
"","3506","0.4502","1626","6.7946","no-hit","no-hit","c_000001326476"
"","3507","0.4839","2678","7.491","no-hit","no-hit","c_000000329550"
"","3508","0.4804","1324","7.2175","no-hit","no-hit","c_000003947888"
"","3509","0.4939","2134","7.1603","Eukaryota","Bacillariophyta","c_000003517700"
"","3510","0.4823","1841","4.5041","Eukaryota","Bacillariophyta","c_000001369434"
"","3511","0.4752","1269","7.8739","no-hit","no-hit","c_000003035302"
"","3512","0.5015","1300","7.4185","Eukaryota","Bacillariophyta","c_000003391416"
"","3513","0.4769","1902","37.0615","no-hit","no-hit","c_000001055724"
"","3514","0.4971","1714","8.3075","Eukaryota","Bacillariophyta","c_000001235443"
"","3515","0.4917","1269","5.9779","no-hit","no-hit","c_000003516996"
"","3516","0.4844","1412","5.8924","no-hit","no-hit","c_000003686246"
"","3517","0.4713","1583","4.5237","Eukaryota","Bacillariophyta","c_000001748589"
"","3518","0.4383","1661","7.6189","no-hit","no-hit","c_000001260821"
"","3520","0.5127","2015","5.8079","Eukaryota","Bacillariophyta","c_000004380642"
"","3521","0.4562","1107","5.1436","Eukaryota","Bacillariophyta","c_000004916793"
"","3522","0.4952","1250","4.9184","no-hit","no-hit","c_000002169042"
"","3523","0.4921","2207","5.6072","Eukaryota","Bacillariophyta","c_000001549377"
"","3524","0.4798","1830","4.9852","Eukaryota","Mollusca","c_000005289089"
"","3525","0.4889","2757","8.9325","Eukaryota","Bacillariophyta","c_000000408824"
"","3526","0.4922","2489","9.9558","no-hit","no-hit","c_000001583833"
"","3527","0.4959","3186","8.4633","no-hit","no-hit","c_000000362219"
"","3528","0.4989","1383","7.5061","Eukaryota","Bacillariophyta","c_000005345950"
"","3529","0.4744","2700","53.3548","Eukaryota","Bacillariophyta","c_000005401458"
"","3530","0.4627","1046","7.1272","no-hit","no-hit","c_000000549932"
"","3531","0.4803","2186","8.7374","Eukaryota","Bacillariophyta","c_000000234532"
"","3533","0.4699","1330","3.1113","no-hit","no-hit","c_000004345222"
"","3534","0.4573","2141","3.7847","no-hit","no-hit","c_000001895528"
"","3535","0.4758","1301","6.3459","no-hit","no-hit","c_000002926508"
"","3536","0.49","1847","7.1505","no-hit","no-hit","c_000000347965"
"","3537","0.4831","2751","7.6296","no-hit","no-hit","c_000002239108"
"","3538","0.5386","1231","5.8221","Eukaryota","Bacillariophyta","c_000001595661"
"","3539","0.4811","1742","7.5316","Eukaryota","Bacillariophyta","c_000002934417"
"","3540","0.4598","3834","19.6411","no-hit","no-hit","c_000001607723"
"","3541","0.4856","1771","8.0299","Eukaryota","Bacillariophyta","c_000002818585"
"","3542","0.4709","1030","5.4893","no-hit","no-hit","c_000003493288"
"","3543","0.4899","1390","5.7065","no-hit","no-hit","c_000004660686"
"","3544","0.4879","1492","7.3928","no-hit","no-hit","c_000004297095"
"","3545","0.4821","2153","5.6526","no-hit","no-hit","c_000001951375"
"","3546","0.4818","1563","3.3858","Eukaryota","Bacillariophyta","c_000003240820"
"","3547","0.4801","1333","4.1208","no-hit","no-hit","c_000000784474"
"","3548","0.4753","1580","5.4285","no-hit","no-hit","c_000004727039"
"","3549","0.4923","2206","2.9084","no-hit","no-hit","c_000004872876"
"","3550","0.4836","1309","5.3591","Eukaryota","Bacillariophyta","c_000002056335"
"","3551","0.4904","1772","7.3663","Eukaryota","Bacillariophyta","c_000005014943"
"","3552","0.4814","1022","15.7681","Eukaryota","Bacillariophyta","c_000001366776"
"","3553","0.5102","2011","6.4391","Eukaryota","Bacillariophyta","c_000002382139"
"","3554","0.4633","1116","7.8244","no-hit","no-hit","c_000000045280"
"","3556","0.4754","1056","4.9612","Eukaryota","Bacillariophyta","c_000001609516"
"","3557","0.4888","1512","6.1587","Eukaryota","Bacillariophyta","c_000004742132"
"","3558","0.483","1356","3.1497","Eukaryota","Bacillariophyta","c_000000996040"
"","3559","0.483","2263","5.3403","Eukaryota","Bacillariophyta","c_000003653618"
"","3560","0.4947","1225","6.6498","Eukaryota","Bacillariophyta","c_000000507558"
"","3561","0.4838","1077","8.9396","Eukaryota","Bacillariophyta","c_000003966519"
"","3562","0.4811","1191","4.2225","Eukaryota","Bacillariophyta","c_000003950685"
"","3563","0.5023","1523","3.2259","Eukaryota","Bacillariophyta","c_000005120597"
"","3564","0.4712","2014","7.8923","Eukaryota","Bacillariophyta","c_000001880270"
"","3565","0.4801","1181","6.3895","no-hit","no-hit","c_000003195166"
"","3566","0.4881","1643","4.0858","no-hit","no-hit","c_000000403733"
"","3567","0.5009","1108","5.0433","no-hit","no-hit","c_000003437480"
"","3568","0.4791","1937","6.8916","Eukaryota","Bacillariophyta","c_000003450376"
"","3569","0.4906","1484","4.6752","Eukaryota","Bacillariophyta","c_000003547722"
"","3570","0.4892","1067","4.8913","no-hit","no-hit","c_000004003402"
"","3571","0.48","1854","3.9865","Eukaryota","Bacillariophyta","c_000003829265"
"","3572","0.466","1307","8.6167","Eukaryota","Bacillariophyta","c_000001969017"
"","3573","0.4823","1752","7.0143","Eukaryota","Bacillariophyta","c_000004691858"
"","3574","0.4911","2961","6.6839","Eukaryota","Bacillariophyta","c_000002083986"
"","3575","0.4876","1497","4.4743","no-hit","no-hit","c_000003833562"
"","3577","0.455","1033","4.4743","no-hit","no-hit","c_000000069326"
"","3578","0.4717","1734","7.222","Eukaryota","Bacillariophyta","c_000004060246"
"","3579","0.4931","2979","7.0896","Eukaryota","Bacillariophyta","c_000001599764"
"","3580","0.5125","2037","6.0034","Eukaryota","Bacillariophyta","c_000004074238"
"","3581","0.5224","1543","4.3085","no-hit","no-hit","c_000000898365"
"","3582","0.4731","1078","2.8729","no-hit","no-hit","c_000001491746"
"","3583","0.4891","2020","4.3624","Eukaryota","Bacillariophyta","c_000002352090"
"","3584","0.4745","1020","3.0382","no-hit","no-hit","c_000001971571"
"","3585","0.4732","1175","10.583","Eukaryota","Bacillariophyta","c_000001119625"
"","3586","0.4776","1562","4.8828","Eukaryota","Bacillariophyta","c_000003326086"
"","3587","0.4775","1089","9.404","Eukaryota","Bacillariophyta","c_000005060464"
"","3588","0.4616","1146","8.1099","Eukaryota","Bacillariophyta","c_000003900693"
"","3589","0.5088","2317","6.7877","Eukaryota","Bacillariophyta","c_000001205673"
"","3590","0.4781","2121","5.892","Eukaryota","Bacillariophyta","c_000001471886"
"","3591","0.5003","1443","8.2328","Eukaryota","Bacillariophyta","c_000003755279"
"","3592","0.4745","1294","6.5556","no-hit","no-hit","c_000001317585"
"","3593","0.4825","2485","100.2121","Eukaryota","Bacillariophyta","c_000001129501"
"","3594","0.4812","2473","6.0218","Eukaryota","Bacillariophyta","c_000005189198"
"","3595","0.5032","2639","5.4934","no-hit","no-hit","c_000003560364"
"","3596","0.4936","1572","6.9218","no-hit","no-hit","c_000004057720"
"","3597","0.4796","1101","10.5849","Eukaryota","Bacillariophyta","c_000004651393"
"","3598","0.4687","1231","6.459","Eukaryota","Bacillariophyta","c_000004896755"
"","3599","0.4758","1011","3.815","no-hit","no-hit","c_000002668111"
"","3600","0.4442","1567","7.2374","no-hit","no-hit","c_000005424500"
"","3601","0.4798","2005","3.6354","no-hit","no-hit","c_000000528799"
"","3602","0.4578","1503","47.0579","Eukaryota","Bacillariophyta","c_000001440850"
"","3603","0.5058","1477","4.7583","Eukaryota","Bacillariophyta","c_000002564363"
"","3604","0.5222","3533","5.4464","no-hit","no-hit","c_000005060452"
"","3605","0.4922","2062","6.1348","no-hit","no-hit","c_000000142609"
"","3606","0.5017","1160","6.7474","Eukaryota","Bacillariophyta","c_000000257779"
"","3607","0.5015","1306","56.3744","Eukaryota","Bacillariophyta","c_000001669056"
"","3608","0.4719","1742","4.7313","no-hit","no-hit","c_000002688468"
"","3609","0.5009","2336","6.4105","Eukaryota","Bacillariophyta","c_000003030393"
"","3610","0.495","1196","5.6237","Eukaryota","Bacillariophyta","c_000003110971"
"","3611","0.4932","1772","4.4836","no-hit","no-hit","c_000004666596"
"","3612","0.5121","1740","5.3529","Eukaryota","Bacillariophyta","c_000004499833"
"","3613","0.4605","2154","20.7697","no-hit","no-hit","c_000004934278"
"","3614","0.4896","1487","7.4855","no-hit","no-hit","c_000003141072"
"","3615","0.4968","1578","7.1692","Eukaryota","Bacillariophyta","c_000002580598"
"","3616","0.4779","1810","4.5663","Eukaryota","Eukaryota-undef","c_000002750917"
"","3617","0.4984","2133","5.1571","Eukaryota","Bacillariophyta","c_000003258176"
"","3618","0.4658","1127","5.9219","no-hit","no-hit","c_000002850708"
"","3619","0.4879","1195","2.7197","no-hit","no-hit","c_000005328486"
"","3620","0.4715","1438","11.0765","Eukaryota","Bacillariophyta","c_000001336742"
"","3621","0.4993","1366","7.9956","no-hit","no-hit","c_000005448237"
"","3622","0.4864","1916","6.6456","Eukaryota","Bacillariophyta","c_000003246564"
"","3623","0.494","2593","5.0332","Eukaryota","Bacillariophyta","c_000004623854"
"","3624","0.4849","2056","5.6697","no-hit","no-hit","c_000001048892"
"","3625","0.4816","1167","229.4722","Eukaryota","Bacillariophyta","c_000000807712"
"","3626","0.5095","1794","5.5056","no-hit","no-hit","c_000001366216"
"","3627","0.4826","1498","9.1896","Eukaryota","Bacillariophyta","c_000000006314"
"","3628","0.4634","1722","3.3508","no-hit","no-hit","c_000000061108"
"","3629","0.4929","1268","5.7326","no-hit","no-hit","c_000001480474"
"","3630","0.4939","1470","6.8823","Eukaryota","Bacillariophyta","c_000003696526"
"","3631","0.4875","1001","6.7213","no-hit","no-hit","c_000005044592"
"","3632","0.5012","1261","4.0626","Eukaryota","Bacillariophyta","c_000002748575"
"","3633","0.4663","1497","4.9132","Eukaryota","Bacillariophyta","c_000004588397"
"","3634","0.4697","1946","8.3047","Eukaryota","Bacillariophyta","c_000000928389"
"","3635","0.4748","2405","7.6865","Eukaryota","Bacillariophyta","c_000004376592"
"","3636","0.4936","1710","7.2327","Eukaryota","Bacillariophyta","c_000004703964"
"","3637","0.4944","1250","6.8736","Eukaryota","Bacillariophyta","c_000004947961"
"","3638","0.5036","2923","12.0609","Eukaryota","Bacillariophyta","c_000000952300"
"","3639","0.4822","1464","12.4939","no-hit","no-hit","c_000002696734"
"","3640","0.4585","1531","4.9706","no-hit","no-hit","c_000005095118"
"","3641","0.4726","1003","2.3908","no-hit","no-hit","c_000004468127"
"","3642","0.4807","2430","6.6959","Eukaryota","Bacillariophyta","c_000004919008"
"","3643","0.4934","1279","5.9672","no-hit","no-hit","c_000000064585"
"","3644","0.5082","1405","13.1317","no-hit","no-hit","c_000002023797"
"","3645","0.4558","1086","10.3831","no-hit","no-hit","c_000005124016"
"","3646","0.4996","1115","6.1372","Eukaryota","Bacillariophyta","c_000005240253"
"","3647","0.4862","2499","4.6639","no-hit","no-hit","c_000000781276"
"","3648","0.5164","1100","4.7845","Eukaryota","Bacillariophyta","c_000001828592"
"","3649","0.4926","1417","6.7911","no-hit","no-hit","c_000005297925"
"","3650","0.4825","1258","4.3633","Eukaryota","Bacillariophyta","c_000002244372"
"","3651","0.473","2909","16.4648","no-hit","no-hit","c_000001235913"
"","3652","0.5178","1850","6.7416","no-hit","no-hit","c_000001990351"
"","3653","0.5169","1449","5.7729","Eukaryota","Bacillariophyta","c_000003135407"
"","3654","0.4677","1082","6.0037","Eukaryota","Bacillariophyta","c_000003554689"
"","3655","0.4713","1914","5.2874","no-hit","no-hit","c_000004525855"
"","3656","0.4815","2384","7.367","Eukaryota","Bacillariophyta","c_000002962836"
"","3657","0.4911","1242","4.2721","Eukaryota","Bacillariophyta","c_000004268610"
"","3658","0.4844","1344","7.3281","Eukaryota","Bacillariophyta","c_000005430992"
"","3659","0.4953","1579","4.5636","Eukaryota","Eukaryota-undef","c_000002577130"
"","3660","0.4997","1593","1.6648","no-hit","no-hit","c_000005419785"
"","3661","0.4829","1373","5.6242","no-hit","no-hit","c_000001766269"
"","3662","0.4991","2120","4.2316","no-hit","no-hit","c_000000142586"
"","3664","0.4767","1758","5.4915","no-hit","no-hit","c_000004201433"
"","3665","0.4553","1397","1.9427","Eukaryota","Bacillariophyta","c_000004545198"
"","3667","0.5112","1741","7.7593","no-hit","no-hit","c_000005344167"
"","3668","0.4701","1136","4.8292","no-hit","no-hit","c_000001605214"
"","3669","0.4798","2376","9.987","Eukaryota","Bacillariophyta","c_000005030890"
"","3670","0.4753","1193","6.4258","no-hit","no-hit","c_000000311129"
"","3671","0.5258","1552","4.4968","Eukaryota","Bacillariophyta","c_000004040372"
"","3672","0.4954","2079","5.8706","no-hit","no-hit","c_000001105698"
"","3673","0.4645","1212","5.2574","no-hit","no-hit","c_000002775211"
"","3674","0.4691","1667","5.8752","Eukaryota","Bacillariophyta","c_000001081810"
"","3675","0.4773","2493","8.716","Eukaryota","Bacillariophyta","c_000002774183"
"","3676","0.4914","1683","7.653","Eukaryota","Bacillariophyta","c_000004303528"
"","3677","0.4837","1900","7.4963","Eukaryota","Bacillariophyta","c_000001662615"
"","3678","0.4601","1204","3.8555","no-hit","no-hit","c_000001593815"
"","3679","0.5049","3032","11.404","Eukaryota","Bacillariophyta","c_000003930241"
"","3680","0.4655","1624","5.3935","Eukaryota","Bacillariophyta","c_000004427054"
"","3681","0.483","1118","4.7594","Eukaryota","Bacillariophyta","c_000005055743"
"","3682","0.4716","1266","8.4447","Eukaryota","Bacillariophyta","c_000003335807"
"","3683","0.5152","1683","2.4029","no-hit","no-hit","c_000002090481"
"","3684","0.4603","1334","7.6537","Eukaryota","Bacillariophyta","c_000000251623"
"","3685","0.4495","1168","7.8613","Eukaryota","Bacillariophyta","c_000003066441"
"","3686","0.4782","1744","5.4272","Eukaryota","Bacillariophyta","c_000003324598"
"","3687","0.5078","1869","4.9572","Eukaryota","Bacillariophyta","c_000000479647"
"","3688","0.4692","2353","7.969","Eukaryota","Bacillariophyta","c_000005023065"
"","3689","0.4717","2436","5.5341","Eukaryota","Bacillariophyta","c_000004710958"
"","3690","0.5109","1840","5.5163","Eukaryota","Bacillariophyta","c_000002905885"
"","3691","0.4603","2142","5.902","Eukaryota","Bacillariophyta","c_000001874421"
"","3692","0.4885","1001","9.98","no-hit","no-hit","c_000004869434"
"","3693","0.4721","3048","3.4928","Eukaryota","Bacillariophyta","c_000003247368"
"","3694","0.4751","3309","9.1003","Eukaryota","Bacillariophyta","c_000002670236"
"","3695","0.4764","1692","5.7352","no-hit","no-hit","c_000003405942"
"","3696","0.4753","1763","4.3284","no-hit","no-hit","c_000003445556"
"","3697","0.4871","1589","29.1492","Eukaryota","Bacillariophyta","c_000004410975"
"","3698","0.4735","1170","5.8658","Eukaryota","Bacillariophyta","c_000001946678"
"","3699","0.4595","1469","3.4098","no-hit","no-hit","c_000003422387"
"","3700","0.5036","1386","4.2951","Eukaryota","Bacillariophyta","c_000003416775"
"","3701","0.4891","1607","10.1848","Eukaryota","Bacillariophyta","c_000004401360"
"","3702","0.4933","2905","6.1814","Eukaryota","Bacillariophyta","c_000000109490"
"","3703","0.4762","1447","8.4195","no-hit","no-hit","c_000004048591"
"","3704","0.4795","1147","3.1526","no-hit","no-hit","c_000001353346"
"","3705","0.4886","1748","8.9216","Eukaryota","Bacillariophyta","c_000004310234"
"","3706","0.4852","1319","4.4185","no-hit","no-hit","c_000001465681"
"","3707","0.4991","1158","5.1002","Eukaryota","Bacillariophyta","c_000001532258"
"","3708","0.5063","1270","4.122","no-hit","no-hit","c_000003784199"
"","3709","0.5016","1826","40.9841","Eukaryota","Bacillariophyta","c_000000364772"
"","3710","0.4587","2398","6.1918","no-hit","no-hit","c_000003891956"
"","3711","0.4361","1339","16.7879","no-hit","no-hit","c_000001473033"
"","3712","0.5356","2515","3.7598","Eukaryota","Bacillariophyta","c_000001463422"
"","3713","0.4735","1149","4.1871","no-hit","no-hit","c_000003305566"
"","3715","0.4573","1673","6.2403","no-hit","no-hit","c_000001910821"
"","3716","0.4744","1406","5.9744","Eukaryota","Bacillariophyta","c_000003308773"
"","3717","0.5096","1664","6.9321","Eukaryota","Bacillariophyta","c_000003134042"
"","3718","0.4887","2206","6.5154","Eukaryota","Bacillariophyta","c_000003186613"
"","3719","0.4526","1350","62.8615","Eukaryota","Bacillariophyta","c_000001011784"
"","3720","0.4967","1067","5.0469","no-hit","no-hit","c_000001482268"
"","3721","0.5005","1027","1.4732","no-hit","no-hit","c_000001911864"
"","3722","0.493","4807","8.0004","no-hit","no-hit","c_000000290101"
"","3723","0.5035","2419","4.2538","no-hit","no-hit","c_000003572030"
"","3724","0.4647","3189","21.5042","no-hit","no-hit","c_000000971477"
"","3725","0.4706","1802","4.1681","no-hit","no-hit","c_000005329318"
"","3726","0.4551","1426","4.8072","Eukaryota","Bacillariophyta","c_000000543389"
"","3727","0.5193","1009","6.1189","no-hit","no-hit","c_000003105901"
"","3728","0.4802","1189","6.196","Eukaryota","Bacillariophyta","c_000003507070"
"","3729","0.4834","2133","5.8776","Eukaryota","Bacillariophyta","c_000004838109"
"","3730","0.4703","1497","10.0975","no-hit","no-hit","c_000001186770"
"","3731","0.4558","1540","2.1318","no-hit","no-hit","c_000000045701"
"","3732","0.4782","1420","6.0204","no-hit","no-hit","c_000001964734"
"","3733","0.4631","1315","9.1057","Eukaryota","Bacillariophyta","c_000005062329"
"","3734","0.475","1341","9.8427","Eukaryota","Bacillariophyta","c_000000389550"
"","3735","0.4787","1993","6.9363","no-hit","no-hit","c_000000732449"
"","3736","0.5236","1713","3.9043","Eukaryota","Bacillariophyta","c_000002857197"
"","3737","0.491","1275","8.5725","Eukaryota","Bacillariophyta","c_000005088074"
"","3738","0.451","1479","6.4604","no-hit","no-hit","c_000003565562"
"","3739","0.472","1284","5.7126","Eukaryota","Bacillariophyta","c_000004448607"
"","3740","0.4708","1268","5.9582","no-hit","no-hit","c_000002097661"
"","3741","0.4997","1583","7.3512","Eukaryota","Bacillariophyta","c_000001390936"
"","3742","0.4812","2822","6.7828","Eukaryota","Bacillariophyta","c_000004003059"
"","3743","0.4647","1814","10.1847","Eukaryota","Bacillariophyta","c_000002866273"
"","3744","0.4539","1789","7.0945","no-hit","no-hit","c_000004205204"
"","3745","0.517","1205","6.4","Eukaryota","Bacillariophyta","c_000002280085"
"","3746","0.4649","1241","6.5963","Eukaryota","Bacillariophyta","c_000002497081"
"","3747","0.531","1160","4.35","Eukaryota","Bacillariophyta","c_000002036527"
"","3748","0.479","1192","412.3171","Eukaryota","Bacillariophyta","c_000003902897"
"","3749","0.4941","1445","5.9045","Eukaryota","Bacillariophyta","c_000005436598"
"","3750","0.5008","1182","4.9814","Eukaryota","Eukaryota-undef","c_000000621691"
"","3751","0.4759","1723","7.9762","Eukaryota","Bacillariophyta","c_000003700655"
"","3752","0.492","2382","4.9958","Eukaryota","Bacillariophyta","c_000001722522"
"","3753","0.4916","1017","2.8338","no-hit","no-hit","c_000001967310"
"","3754","0.4644","1460","6.9","Eukaryota","Bacillariophyta","c_000004638352"
"","3755","0.4813","2057","3.6548","no-hit","no-hit","c_000000715054"
"","3756","0.476","1710","5.1","Eukaryota","Bacillariophyta","c_000003083267"
"","3757","0.5033","2142","6.0075","Eukaryota","Bacillariophyta","c_000003395376"
"","3758","0.4979","1420","6.9641","no-hit","no-hit","c_000000905295"
"","3759","0.4815","1325","422.6566","Eukaryota","Chordata","c_000001063947"
"","3760","0.5028","1774","5.0293","Eukaryota","Bacillariophyta","c_000001505886"
"","3761","0.4488","1805","7.5557","no-hit","no-hit","c_000002606910"
"","3762","0.457","1313","6.1379","no-hit","no-hit","c_000005022414"
"","3763","0.4788","1840","6.6815","Eukaryota","Bacillariophyta","c_000001926615"
"","3764","0.4637","1048","6.9571","Eukaryota","Bacillariophyta","c_000005326586"
"","3765","0.4744","2563","10.9153","no-hit","no-hit","c_000004194504"
"","3766","0.4871","1162","4.9836","Eukaryota","Bacillariophyta","c_000001102131"
"","3767","0.4888","1962","6.6626","Eukaryota","Bacillariophyta","c_000001253931"
"","3768","0.4798","1309","3.3995","no-hit","no-hit","c_000003154470"
"","3769","0.5035","1007","5.4181","Eukaryota","Bacillariophyta","c_000004224669"
"","3770","0.4926","3390","6.0941","Eukaryota","Bacillariophyta","c_000000397635"
"","3771","0.4877","1134","5.2266","Eukaryota","Bacillariophyta","c_000003535869"
"","3772","0.4894","1508","5.8143","Eukaryota","Bacillariophyta","c_000004766203"
"","3773","0.4816","1169","4.2447","no-hit","no-hit","c_000004890899"
"","3774","0.5004","2650","6.297","Eukaryota","Bacillariophyta","c_000003183003"
"","3775","0.4819","5540","10.7697","no-hit","no-hit","c_000004960908"
"","3776","0.4917","2040","4.8647","Eukaryota","Bacillariophyta","c_000001933944"
"","3777","0.5119","2657","4.9104","Eukaryota","Bacillariophyta","c_000003863554"
"","3778","0.4613","1368","7.1901","no-hit","no-hit","c_000001781389"
"","3779","0.4703","1886","5.8314","Eukaryota","Bacillariophyta","c_000002623098"
"","3780","0.4753","1395","7.3004","Eukaryota","Bacillariophyta","c_000004553062"
"","3781","0.4977","2803","6.8973","Eukaryota","Bacillariophyta","c_000003731834"
