"sel","_id","gc","length","W_Bin_16-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","345","0.4484","10814","1.2666","Eukaryota","Bacillariophyta","c_000005196393"
"","346","0.4315","4774","3.154","Eukaryota","Bacillariophyta","c_000000858907"
"","347","0.4592","9248","1.7216","Eukaryota","Bacillariophyta","c_000002289432"
"","348","0.4648","6674","1.1602","Eukaryota","Bacillariophyta","c_000001653643"
"","349","0.4634","13017","1.4013","Eukaryota","Bacillariophyta","c_000004558702"
"","350","0.4575","36108","1.2768","Eukaryota","Bacillariophyta","c_000004761186"
"","351","0.4435","27911","4.0241","Eukaryota","Bacillariophyta","c_000001017274"
"","352","0.4481","8387","1.5148","Eukaryota","Bacillariophyta","c_000003328490"
"","353","0.4664","8231","1.4318","Eukaryota","Bacillariophyta","c_000002428750"
"","354","0.4463","5133","1.4115","Eukaryota","Bacillariophyta","c_000003761654"
"","355","0.4632","27799","1.2851","Eukaryota","Bacillariophyta","c_000000143581"
"","356","0.445","7422","2.4834","Eukaryota","Bacillariophyta","c_000000022748"
"","357","0.4489","8908","2.501","Eukaryota","Bacillariophyta","c_000001578953"
"","358","0.466","10414","1.9385","Eukaryota","Bacillariophyta","c_000004557987"
"","359","0.4664","10207","1.409","Eukaryota","Bacillariophyta","c_000003843046"
"","360","0.4538","5203","1.9443","no-hit","no-hit","c_000001191511"
"","361","0.4637","43170","1.4261","Eukaryota","Bacillariophyta","c_000002132427"
"","362","0.4534","11028","0.9752","Eukaryota","Bacillariophyta","c_000005095473"
"","363","0.4672","23339","1.3807","Eukaryota","Bacillariophyta","c_000004483723"
"","364","0.4586","65240","1.3276","Eukaryota","Bacillariophyta","c_000001093928"
"","365","0.4517","3788","1.1629","Eukaryota","Bacillariophyta","c_000003631281"
"","366","0.453","7338","1.0703","Eukaryota","Bacillariophyta","c_000004783298"
"","367","0.4496","25904","5.407","Eukaryota","Bacillariophyta","c_000001243479"
"","368","0.4705","12041","54.2337","Eukaryota","Bacillariophyta","c_000000397210"
"","369","0.4429","4992","1.3285","Eukaryota","Bacillariophyta","c_000003723910"
"","370","0.4469","10717","8.8315","Eukaryota","Bacillariophyta","c_000000682147"
"","371","0.4629","21289","1.7682","Eukaryota","Bacillariophyta","c_000003710486"
"","372","0.4629","10466","0.9446","Eukaryota","Bacillariophyta","c_000001023031"
"","373","0.4611","30260","1.2962","Eukaryota","Bacillariophyta","c_000004438025"
"","374","0.4439","10437","1.489","Eukaryota","Bacillariophyta","c_000001912953"
"","375","0.4655","9841","1.1242","Eukaryota","Bacillariophyta","c_000003536737"
"","376","0.4633","3935","1.7324","no-hit","no-hit","c_000005057255"
"","377","0.4585","7343","1.3756","Eukaryota","Bacillariophyta","c_000004152914"
"","378","0.456","11762","1.3196","no-hit","no-hit","c_000002657745"
"","379","0.4599","4434","1.4817","no-hit","no-hit","c_000001829023"
"","380","0.4545","19124","1.2806","Eukaryota","Bacillariophyta","c_000000511840"
"","381","0.4286","4706","1.109","no-hit","no-hit","c_000004792754"
"","382","0.4593","18843","2.1593","Eukaryota","Bacillariophyta","c_000002778815"
"","383","0.4661","6674","2.2687","no-hit","no-hit","c_000002118831"
"","384","0.4571","36220","1.6062","Eukaryota","Bacillariophyta","c_000003186826"
"","385","0.4399","10300","22.0137","Eukaryota","Bacillariophyta","c_000003666150"
"","386","0.4512","16080","1.3316","Eukaryota","Bacillariophyta","c_000000527635"
"","387","0.4579","16005","2.3521","Eukaryota","Bacillariophyta","c_000003231381"
"","388","0.4554","5285","15.3731","Eukaryota","Bacillariophyta","c_000003753515"
"","389","0.4528","10252","1.5104","Eukaryota","Bacillariophyta","c_000000363614"
"","390","0.4606","12671","1.2988","Eukaryota","Bacillariophyta","c_000002066477"
"","391","0.4672","5850","53.1379","Eukaryota","Bacillariophyta","c_000001467351"
"","392","0.4441","3679","1.3996","no-hit","no-hit","c_000002690626"
"","393","0.4439","11018","1.5156","Eukaryota","Bacillariophyta","c_000002101111"
"","394","0.469","16589","1.529","Eukaryota","Bacillariophyta","c_000000068627"
"","395","0.4587","4131","1.7482","Eukaryota","Bacillariophyta","c_000002882202"
"","396","0.4654","20004","1.0614","Eukaryota","Bacillariophyta","c_000004435708"
"","397","0.4519","8254","0.7299","Eukaryota","Bacillariophyta","c_000004926892"
"","398","0.4649","12693","1.4276","Eukaryota","Bacillariophyta","c_000002858354"
"","399","0.4639","21806","11.6872","Eukaryota","Bacillariophyta","c_000002697362"
"","400","0.4523","5660","1.0995","Eukaryota","Bacillariophyta","c_000000576056"
"","401","0.4556","55618","1.4033","Eukaryota","Bacillariophyta","c_000004481703"
"","402","0.4673","19388","1.2596","Eukaryota","Bacillariophyta","c_000002210883"
"","403","0.4604","6058","20.4378","Eukaryota","Bacillariophyta","c_000002727211"
"","404","0.4414","10833","1.705","Eukaryota","Bacillariophyta","c_000001844751"
"","405","0.4842","13225","1.3165","Eukaryota","Bacillariophyta","c_000003508568"
"","406","0.4558","4131","40.3019","Eukaryota","Eukaryota-undef","c_000004260907"
"","407","0.4565","6162","8.703","Eukaryota","Bacillariophyta","c_000004379194"
"","408","0.4363","4446","3.6381","no-hit","no-hit","c_000000146075"
"","409","0.4531","47706","1.4663","Eukaryota","Bacillariophyta","c_000000914244"
"","410","0.4688","4842","0.9221","Eukaryota","Bacillariophyta","c_000000302201"
"","411","0.4673","18316","1.2584","Eukaryota","Bacillariophyta","c_000005072497"
"","412","0.4368","3787","1.1534","no-hit","no-hit","c_000001645042"
"","413","0.4651","20711","1.4064","Eukaryota","Bacillariophyta","c_000002738657"
"","414","0.4449","7680","1.4781","Eukaryota","Bacillariophyta","c_000003514588"
"","415","0.462","31973","2.5321","Eukaryota","Bacillariophyta","c_000003884278"
"","416","0.468","9020","3.9676","Eukaryota","Bacillariophyta","c_000001547911"
"","417","0.4772","14754","2.436","Eukaryota","Bacillariophyta","c_000005102312"
"","418","0.4581","6045","1.7064","Eukaryota","Bacillariophyta","c_000002895037"
"","419","0.4543","12373","0.9185","Eukaryota","Bacillariophyta","c_000004266113"
"","420","0.439","4490","1.7238","Eukaryota","Bacillariophyta","c_000005088205"
"","421","0.4647","22993","1.0952","Eukaryota","Bacillariophyta","c_000002138853"
"","423","0.4639","22018","1.407","Eukaryota","Bacillariophyta","c_000001789322"
"","424","0.467","17780","1.3807","Eukaryota","Bacillariophyta","c_000004037494"
"","425","0.4755","7487","1.1724","Eukaryota","Bacillariophyta","c_000000675348"
"","426","0.4384","7089","1.3587","Eukaryota","Bacillariophyta","c_000005021144"
"","427","0.4569","10591","1.1024","Eukaryota","Bacillariophyta","c_000000938613"
"","428","0.4559","41968","1.324","Eukaryota","Bacillariophyta","c_000000186826"
"","429","0.4505","14215","2.3515","Eukaryota","Bacillariophyta","c_000005288391"
"","430","0.4516","18271","1.5604","Eukaryota","Bacillariophyta","c_000000233574"
"","431","0.4698","6139","1.5196","no-hit","no-hit","c_000003787145"
"","432","0.4549","15740","1.1667","Eukaryota","Bacillariophyta","c_000001694504"
"","433","0.4571","4570","6.9989","Eukaryota","Bacillariophyta","c_000003961878"
"","434","0.46","34094","1.164","Eukaryota","Bacillariophyta","c_000000036411"
"","435","0.4508","4272","1.0672","no-hit","no-hit","c_000001576940"
"","436","0.4531","7376","1.2457","Eukaryota","Bacillariophyta","c_000001644682"
"","437","0.4469","4439","1.3535","Eukaryota","Bacillariophyta","c_000002423725"
"","438","0.4552","6324","2.4089","no-hit","no-hit","c_000003640411"
"","439","0.4668","14065","1.3416","Eukaryota","Bacillariophyta","c_000000840735"
"","440","0.4566","4753","1.5437","Eukaryota","Bacillariophyta","c_000002951607"
"","441","0.4504","6608","1.2477","Eukaryota","Bacillariophyta","c_000004020139"
"","442","0.4606","22110","1.6137","Eukaryota","Bacillariophyta","c_000002359039"
"","443","0.4672","16739","1.248","Eukaryota","Bacillariophyta","c_000004065037"
"","444","0.454","42303","1.5348","Eukaryota","Bacillariophyta","c_000000151279"
"","445","0.4558","14093","1.2423","Eukaryota","Bacillariophyta","c_000001781044"
"","446","0.4679","22847","1.5643","Eukaryota","Bacillariophyta","c_000005337343"
"","447","0.4624","11225","1.1063","Eukaryota","Bacillariophyta","c_000002903565"
"","448","0.4542","30610","1.1658","Eukaryota","Bacillariophyta","c_000002754926"
"","449","0.4584","19505","1.3419","Eukaryota","Bacillariophyta","c_000004116025"
"","450","0.4794","8025","1.1463","Eukaryota","Bacillariophyta","c_000000050770"
"","451","0.4627","20853","1.5746","Eukaryota","Bacillariophyta","c_000002156252"
"","452","0.4738","3181","1.6894","Eukaryota","Bacillariophyta","c_000000157925"
"","453","0.4538","59386","1.3358","Eukaryota","Bacillariophyta","c_000000234473"
"","454","0.4587","18371","1.3115","Eukaryota","Bacillariophyta","c_000000306657"
"","455","0.4642","10364","1.2704","Eukaryota","Bacillariophyta","c_000000327492"
"","456","0.4657","12167","1.2167","Eukaryota","Bacillariophyta","c_000004029649"
"","457","0.462","11426","1.1711","Eukaryota","Bacillariophyta","c_000002724970"
"","458","0.4516","47334","2.2139","Eukaryota","Bacillariophyta","c_000004259907"
"","459","0.4551","8189","1.2805","Eukaryota","Bacillariophyta","c_000004048949"
"","460","0.449","5434","24.0066","Eukaryota","Bacillariophyta","c_000001537417"
"","461","0.4587","11623","1.2221","Eukaryota","Bacillariophyta","c_000005161787"
"","462","0.4479","4503","0.7713","no-hit","no-hit","c_000000877231"
"","463","0.4505","9394","2.8236","no-hit","no-hit","c_000004032297"
"","464","0.4608","5046","0.7109","Eukaryota","Bacillariophyta","c_000003797137"
"","465","0.4588","15226","1.2747","Eukaryota","Bacillariophyta","c_000001901985"
"","466","0.4478","20587","1.2597","Eukaryota","Bacillariophyta","c_000002179343"
"","467","0.4601","22712","1.2327","Eukaryota","Bacillariophyta","c_000004677548"
"","468","0.4503","5170","2.3801","no-hit","no-hit","c_000001318189"
"","469","0.458","14323","5.6808","Eukaryota","Bacillariophyta","c_000003384460"
"","470","0.4592","4536","2.0908","Eukaryota","Bacillariophyta","c_000001860637"
"","471","0.4497","4621","0.8492","no-hit","no-hit","c_000001846238"
"","472","0.4715","26865","5.316","Eukaryota","Bacillariophyta","c_000003413902"
"","473","0.456","10561","1.8545","Eukaryota","Bacillariophyta","c_000000169199"
"","474","0.4553","7155","1.4435","Eukaryota","Bacillariophyta","c_000002895728"
"","475","0.4515","16080","1.1569","Eukaryota","Bacillariophyta","c_000000601458"
"","476","0.4649","15301","1.0784","Eukaryota","Bacillariophyta","c_000001002287"
"","477","0.4679","9383","1.1196","Eukaryota","Bacillariophyta","c_000001373868"
"","478","0.4712","10852","1.9324","Eukaryota","Bacillariophyta","c_000002675531"
"","479","0.4668","20103","1.2595","Eukaryota","Bacillariophyta","c_000003498586"
"","480","0.4504","4223","2.4215","no-hit","no-hit","c_000001893540"
"","481","0.4581","45785","1.3569","Eukaryota","Bacillariophyta","c_000004178545"
"","482","0.457","5118","0.7509","Eukaryota","Bacillariophyta","c_000005042697"
"","483","0.4955","5586","2.2863","Eukaryota","Bacillariophyta","c_000001920185"
"","484","0.4537","11790","2.5194","no-hit","no-hit","c_000005422539"
"","485","0.4562","7218","2.5815","Eukaryota","Bacillariophyta","c_000002421413"
"","486","0.4596","29557","6.5249","Eukaryota","Bacillariophyta","c_000002395636"
"","487","0.4333","5010","6.378","Eukaryota","Bacillariophyta","c_000001042177"
"","488","0.4502","9128","0.9211","Eukaryota","Bacillariophyta","c_000001411028"
"","489","0.4557","36381","1.3067","Eukaryota","Bacillariophyta","c_000001516896"
"","490","0.4615","7021","1.2944","Eukaryota","Bacillariophyta","c_000003858031"
"","491","0.4548","16384","2.6315","Eukaryota","Bacillariophyta","c_000001030407"
"","492","0.4484","15040","2.1037","Eukaryota","Bacillariophyta","c_000003145521"
"","493","0.444","3752","1.4574","no-hit","no-hit","c_000002999099"
"","494","0.4464","4117","3.9784","Eukaryota","Bacillariophyta","c_000000785999"
"","495","0.4725","6811","1.5979","Eukaryota","Bacillariophyta","c_000003768258"
"","496","0.4672","16942","1.1169","Eukaryota","Bacillariophyta","c_000005480915"
"","497","0.4461","3320","1.6373","Eukaryota","Bacillariophyta","c_000003472505"
"","498","0.4529","14118","1.4317","Eukaryota","Bacillariophyta","c_000001981541"
"","499","0.4585","81105","1.4071","Eukaryota","Bacillariophyta","c_000005036655"
"","500","0.4642","16236","1.3095","Eukaryota","Bacillariophyta","c_000001942766"
"","502","0.4531","23103","1.4146","Eukaryota","Bacillariophyta","c_000004308429"
"","503","0.4523","14300","1.4614","Eukaryota","Bacillariophyta","c_000003027572"
"","504","0.4592","11189","1.0797","Eukaryota","Bacillariophyta","c_000005409021"
"","505","0.4605","50826","1.273","Eukaryota","Bacillariophyta","c_000000428862"
"","506","0.4521","8794","6.2003","Eukaryota","Oomycota","c_000005424416"
"","507","0.4573","105493","2.165","Eukaryota","Bacillariophyta","c_000003231545"
"","508","0.4746","8221","1.2411","Eukaryota","Chlorophyta","c_000001058015"
"","509","0.4558","9905","1.8965","Eukaryota","Bacillariophyta","c_000000029520"
"","510","0.4676","8453","2.4052","Eukaryota","Bacillariophyta","c_000000021547"
"","511","0.4607","6674","1.4167","Eukaryota","Bacillariophyta","c_000004260523"
"","512","0.4551","14588","1.1797","Eukaryota","Bacillariophyta","c_000005420705"
"","513","0.4651","33567","1.4241","Eukaryota","Bacillariophyta","c_000002461929"
"","514","0.4532","5565","1.9441","Eukaryota","Bacillariophyta","c_000002904407"
"","515","0.4577","37666","1.3082","Eukaryota","Bacillariophyta","c_000002271619"
"","516","0.463","12700","1.1736","Eukaryota","Bacillariophyta","c_000003426099"
"","517","0.4676","8548","1.2189","Eukaryota","Bacillariophyta","c_000004244469"
"","518","0.4559","22424","1.3644","Eukaryota","Bacillariophyta","c_000002138756"
"","519","0.4685","3885","1.5691","Eukaryota","Bacillariophyta","c_000004459044"
"","520","0.4553","25238","1.2558","Eukaryota","Bacillariophyta","c_000004954422"
"","521","0.4504","9272","13.1962","Eukaryota","Bacillariophyta","c_000005159722"
"","522","0.4402","4677","2.9966","Eukaryota","Bacillariophyta","c_000000555683"
"","523","0.4548","25125","1.5609","Eukaryota","Bacillariophyta","c_000004466782"
"","524","0.4638","27001","1.68","Eukaryota","Bacillariophyta","c_000002344416"
"","525","0.4612","25772","1.3835","Eukaryota","Bacillariophyta","c_000002619517"
"","526","0.4642","25364","1.2815","Eukaryota","Bacillariophyta","c_000003588505"
"","527","0.4565","188689","1.4325","Eukaryota","Bacillariophyta","c_000004453794"
"","528","0.4662","6032","1.3927","Eukaryota","Bacillariophyta","c_000001961446"
"","529","0.4485","6892","51.9415","Eukaryota","Bacillariophyta","c_000004555406"
"","530","0.46","58507","1.687","Eukaryota","Bacillariophyta","c_000002619750"
"","531","0.4588","12511","1.0028","Eukaryota","Bacillariophyta","c_000005184746"
"","532","0.4585","31655","1.1977","Eukaryota","Bacillariophyta","c_000002759587"
"","533","0.4611","6432","1.9341","no-hit","no-hit","c_000002682387"
"","534","0.4569","19996","3.8952","Eukaryota","Bacillariophyta","c_000004075634"
"","535","0.44","4773","2.7618","Eukaryota","Bacillariophyta","c_000000795188"
"","536","0.4645","6613","0.5702","Eukaryota","Bacillariophyta","c_000001598501"
"","537","0.4665","3687","1.2908","Eukaryota","Bacillariophyta","c_000001403352"
"","538","0.4457","3204","1.6264","Eukaryota","Bacillariophyta","c_000001648712"
"","539","0.4557","12696","1.0555","Eukaryota","Bacillariophyta","c_000003143048"
"","540","0.4679","15256","1.115","Eukaryota","Bacillariophyta","c_000002058365"
"","541","0.4559","3898","1.5685","Eukaryota","Bacillariophyta","c_000005228206"
"","542","0.4625","7044","0.8573","no-hit","no-hit","c_000002875627"
"","543","0.4628","23908","1.224","Eukaryota","Bacillariophyta","c_000003578907"
"","544","0.4522","10192","28.5717","Eukaryota","Bacillariophyta","c_000003098190"
"","545","0.4493","9734","2.4466","Eukaryota","Bacillariophyta","c_000002724540"
"","546","0.4502","6100","1.5492","Eukaryota","Bacillariophyta","c_000000534012"
"","547","0.4531","8986","1.271","Eukaryota","Bacillariophyta","c_000003233670"
"","548","0.4595","23258","1.7055","Eukaryota","Bacillariophyta","c_000000761112"
"","549","0.4626","6692","1.21","Eukaryota","Bacillariophyta","c_000003456273"
"","550","0.4764","9275","0.8383","Eukaryota","Bacillariophyta","c_000004767233"
"","551","0.4427","10052","11.5317","no-hit","no-hit","c_000000053831"
"","552","0.4726","2759","2.0243","Eukaryota","Bacillariophyta","c_000002053786"
"","553","0.4567","50835","1.341","Eukaryota","Bacillariophyta","c_000002861206"
"","554","0.4664","14119","2.5964","Eukaryota","Bacillariophyta","c_000000249825"
"","555","0.4414","7635","1.4094","Eukaryota","Bacillariophyta","c_000004726104"
"","556","0.4606","52016","1.4295","Eukaryota","Bacillariophyta","c_000001933712"
"","557","0.4552","28264","1.5634","Eukaryota","Bacillariophyta","c_000000909886"
"","558","0.4609","23153","1.5948","Eukaryota","Bacillariophyta","c_000002023664"
"","559","0.4606","4531","0.9629","Eukaryota","Bacillariophyta","c_000004521122"
"","560","0.4531","10411","1.1507","Eukaryota","Bacillariophyta","c_000000731554"
"","561","0.473","5750","1.1678","Eukaryota","Bacillariophyta","c_000002150993"
"","562","0.4487","7061","1.1821","Eukaryota","Bacillariophyta","c_000000770423"
"","563","0.4525","4911","1.5425","Eukaryota","Bacillariophyta","c_000000225741"
"","564","0.4472","7862","1.8217","Eukaryota","Bacillariophyta","c_000000319116"
"","565","0.4531","5912","1.4158","Eukaryota","Bacillariophyta","c_000002214325"
"","566","0.4639","4650","12.0219","no-hit","no-hit","c_000000982672"
"","567","0.4617","7460","1.0509","Eukaryota","Bacillariophyta","c_000004949871"
"","568","0.4582","32942","1.4936","Eukaryota","Bacillariophyta","c_000004125863"
"","569","0.4664","21733","1.3521","Eukaryota","Bacillariophyta","c_000001656089"
"","570","0.4671","13286","1.3206","Eukaryota","Bacillariophyta","c_000003246776"
"","571","0.4577","19812","2.2525","Eukaryota","Bacillariophyta","c_000004127022"
"","572","0.4441","4810","2.2108","Eukaryota","Bacillariophyta","c_000005231799"
"","573","0.4502","6330","1.2234","Eukaryota","Bacillariophyta","c_000000592997"
"","574","0.4684","7654","1.0453","Eukaryota","Eukaryota-undef","c_000003090373"
"","575","0.4464","21638","1.7833","Eukaryota","Bacillariophyta","c_000002274911"
"","576","0.4575","12118","1.0451","Eukaryota","Bacillariophyta","c_000000890272"
"","577","0.461","36040","1.5686","Eukaryota","Bacillariophyta","c_000002788338"
"","578","0.4647","19790","1.0873","Eukaryota","Bacillariophyta","c_000002547367"
"","579","0.4496","8327","0.6879","Eukaryota","Bacillariophyta","c_000000933955"
"","580","0.4626","39709","1.4159","Eukaryota","Bacillariophyta","c_000000179419"
"","581","0.457","10215","1.2908","Eukaryota","Bacillariophyta","c_000005265330"
"","582","0.46","20639","1.3073","Eukaryota","Bacillariophyta","c_000002587194"
"","583","0.4593","26590","1.453","Eukaryota","Bacillariophyta","c_000001269541"
"","584","0.4486","13989","1.6329","Eukaryota","Bacillariophyta","c_000004971772"
"","585","0.4618","40102","1.3524","Eukaryota","Bacillariophyta","c_000005305924"
"","586","0.4696","5707","1.3136","Eukaryota","Bacillariophyta","c_000000891621"
"","587","0.4626","14675","1.0489","Eukaryota","Bacillariophyta","c_000003911433"
"","588","0.4565","7178","5.8781","Eukaryota","Bacillariophyta","c_000001882355"
"","589","0.4642","62492","1.2792","Eukaryota","Bacillariophyta","c_000000685198"
"","590","0.4581","8887","1.7057","Eukaryota","Bacillariophyta","c_000003573321"
"","591","0.4629","15784","2.4106","Eukaryota","Bacillariophyta","c_000001121833"
"","592","0.4632","5227","1.7524","Eukaryota","Bacillariophyta","c_000004003663"
"","593","0.4542","4573","1.7625","Eukaryota","Bacillariophyta","c_000001630640"
"","594","0.4731","5781","33.5153","Eukaryota","Bacillariophyta","c_000004125577"
"","595","0.4546","9813","1.5817","Eukaryota","Bacillariophyta","c_000002615273"
"","596","0.4522","41751","1.1758","Eukaryota","Bacillariophyta","c_000004332086"
"","597","0.4683","54772","1.4077","Eukaryota","Bacillariophyta","c_000001399571"
"","598","0.4627","4383","0.9665","Eukaryota","Bacillariophyta","c_000002589860"
"","599","0.4501","15312","1.199","Eukaryota","Bacillariophyta","c_000000378185"
"","600","0.4447","8192","1.4233","Eukaryota","Bacillariophyta","c_000001271365"
"","601","0.4579","42544","1.4465","Eukaryota","Bacillariophyta","c_000004987333"
"","602","0.4569","15094","1.0291","Eukaryota","Bacillariophyta","c_000002117161"
"","603","0.4586","8669","1.477","Eukaryota","Bacillariophyta","c_000002367304"
"","604","0.4532","7741","1.0611","Eukaryota","Bacillariophyta","c_000001859580"
"","605","0.4532","3080","2.5386","Eukaryota","Bacillariophyta","c_000003983389"
"","606","0.451","6732","1.7813","no-hit","no-hit","c_000002047373"
"","607","0.4626","25439","1.4154","Eukaryota","Bacillariophyta","c_000005258721"
"","608","0.4584","23272","2.1809","Eukaryota","Bacillariophyta","c_000000443028"
"","609","0.4668","9351","0.9247","Eukaryota","Bacillariophyta","c_000000186998"
"","610","0.4565","28204","1.3619","Eukaryota","Bacillariophyta","c_000005244004"
"","611","0.4815","7478","1.2955","Eukaryota","Bacillariophyta","c_000001290660"
"","612","0.4477","7337","1.4993","Eukaryota","Bacillariophyta","c_000004328434"
"","613","0.4596","13059","1.0219","Eukaryota","Bacillariophyta","c_000005508577"
"","614","0.4603","8914","0.7753","Eukaryota","Bacillariophyta","c_000001730673"
"","615","0.4566","18141","1.1566","Eukaryota","Bacillariophyta","c_000000311547"
"","616","0.458","63475","1.4399","Eukaryota","Bacillariophyta","c_000001696715"
"","617","0.4632","5812","23.0007","Eukaryota","Bacillariophyta","c_000002443850"
"","618","0.4696","4574","1.2761","Eukaryota","Bacillariophyta","c_000005370142"
"","619","0.4245","7824","2.0656","Eukaryota","Bacillariophyta","c_000000231686"
"","620","0.4521","7578","1.7288","Eukaryota","Bacillariophyta","c_000003734329"
"","621","0.4594","11497","1.4107","Eukaryota","Bacillariophyta","c_000002042147"
"","622","0.4609","18324","1.4259","Eukaryota","Bacillariophyta","c_000003518659"
"","623","0.4631","5344","1.023","Eukaryota","Bacillariophyta","c_000001425650"
"","624","0.4483","7662","0.87","Eukaryota","Bacillariophyta","c_000003315469"
"","625","0.4594","7086","1.0375","Eukaryota","Bacillariophyta","c_000000065567"
"","626","0.4655","6404","1.2041","Eukaryota","Bacillariophyta","c_000003508785"
"","627","0.4623","27695","1.4079","Eukaryota","Bacillariophyta","c_000002783916"
"","628","0.4633","21275","1.5216","Eukaryota","Bacillariophyta","c_000002566427"
"","629","0.4465","9120","1.6718","Eukaryota","Bacillariophyta","c_000005097881"
"","630","0.4501","4595","1.0516","no-hit","no-hit","c_000002887977"
"","631","0.4643","65725","1.2575","Eukaryota","Bacillariophyta","c_000000085254"
"","632","0.444","9560","2.1613","Eukaryota","Bacillariophyta","c_000001682926"
"","633","0.4699","10831","1.3688","Eukaryota","Bacillariophyta","c_000003746938"
"","634","0.4625","20331","1.3145","Eukaryota","Bacillariophyta","c_000002585301"
"","635","0.4633","17391","1.5448","Eukaryota","Bacillariophyta","c_000003160119"
"","636","0.4713","13793","1.179","Eukaryota","Bacillariophyta","c_000001736051"
"","637","0.4483","10515","1.1812","Eukaryota","Bacillariophyta","c_000002095559"
"","638","0.4554","20737","7.0395","Eukaryota","Bacillariophyta","c_000003706718"
"","639","0.4539","13658","3.3675","Eukaryota","Rhodophyta","c_000003451644"
"","640","0.4549","33508","3.2502","Eukaryota","Bacillariophyta","c_000000896438"
"","641","0.4584","5122","1.1195","no-hit","no-hit","c_000003216303"
"","642","0.4579","10305","44.1621","Eukaryota","Bacillariophyta","c_000003910353"
"","643","0.4566","23063","13.4646","Eukaryota","Bacillariophyta","c_000004341556"
"","644","0.4537","5427","1.4308","Eukaryota","Bacillariophyta","c_000004412504"
"","645","0.4587","9997","1.0611","Eukaryota","Bacillariophyta","c_000001667672"
"","646","0.4505","9178","1.6204","Eukaryota","Bacillariophyta","c_000003107577"
"","647","0.4531","28116","1.4573","Eukaryota","Bacillariophyta","c_000001066432"
"","648","0.4558","5055","1.4233","Eukaryota","Bacillariophyta","c_000005031220"
"","649","0.4614","8527","1.6431","Eukaryota","Bacillariophyta","c_000000590703"
"","650","0.4487","10160","1.5699","Eukaryota","Bacillariophyta","c_000003610687"
"","651","0.4465","7725","1.606","Eukaryota","Bacillariophyta","c_000004855971"
"","652","0.458","3533","1.2901","Eukaryota","Eukaryota-undef","c_000001988501"
"","653","0.4557","34216","4.1083","Eukaryota","Bacillariophyta","c_000002010868"
"","654","0.4417","12193","12.1647","Eukaryota","Bacillariophyta","c_000002230896"
"","655","0.4759","6338","1.2132","no-hit","no-hit","c_000002247602"
"","656","0.454","6493","133.7916","Eukaryota","Bacillariophyta","c_000000706658"
"","657","0.4517","41019","3.577","Eukaryota","Bacillariophyta","c_000001982514"
"","658","0.4647","16354","2.2985","Eukaryota","Bacillariophyta","c_000004917558"
"","659","0.4541","11139","1.1962","Eukaryota","Bacillariophyta","c_000005072374"
"","660","0.466","12251","1.4546","Eukaryota","Bacillariophyta","c_000001567764"
"","661","0.4622","16131","1.1716","Eukaryota","Bacillariophyta","c_000002053202"
"","662","0.4601","9825","1.423","Eukaryota","Bacillariophyta","c_000003025088"
"","663","0.4378","2864","2.0464","Eukaryota","Bacillariophyta","c_000003414105"
"","664","0.4481","16573","1.7806","Eukaryota","Bacillariophyta","c_000001661256"
"","665","0.4513","6731","4.2691","Eukaryota","Bacillariophyta","c_000005239923"
"","666","0.468","12612","1.4743","Eukaryota","Bacillariophyta","c_000001287691"
"","667","0.4651","5326","1.2518","Eukaryota","Bacillariophyta","c_000002802142"
"","668","0.4586","8159","1.6663","Eukaryota","Bacillariophyta","c_000003308267"
"","669","0.4591","17137","0.9851","Eukaryota","Bacillariophyta","c_000003033273"
"","670","0.454","19237","1.0698","Eukaryota","Bacillariophyta","c_000003079198"
"","671","0.4619","3533","1.711","Eukaryota","Bacillariophyta","c_000005302543"
"","672","0.4712","10231","1.3156","Eukaryota","Bacillariophyta","c_000000953875"
"","673","0.4406","3949","1.9587","no-hit","no-hit","c_000000693505"
"","674","0.4646","25915","1.962","Eukaryota","Bacillariophyta","c_000005464861"
"","675","0.4691","31014","1.5705","Eukaryota","Bacillariophyta","c_000000765994"
"","676","0.4514","12146","1.0716","Eukaryota","Eukaryota-undef","c_000004585634"
"","677","0.4397","6859","14.3302","Eukaryota","Bacillariophyta","c_000005194884"
"","678","0.4445","8790","2.2366","Eukaryota","Bacillariophyta","c_000002050397"
"","679","0.4513","4206","1.3652","no-hit","no-hit","c_000002079207"
"","680","0.4603","5145","1.2227","Eukaryota","Bacillariophyta","c_000003111494"
"","681","0.4551","4500","3.7507","no-hit","no-hit","c_000003706537"
"","682","0.4623","6158","1.7525","Eukaryota","Bacillariophyta","c_000001948890"
"","683","0.4579","65582","1.474","Eukaryota","Bacillariophyta","c_000000782032"
"","684","0.4593","12165","1.5608","Eukaryota","Bacillariophyta","c_000002005203"
"","685","0.4711","12547","1.1565","Eukaryota","Bacillariophyta","c_000004807238"
"","686","0.4687","35361","1.3115","Eukaryota","Bacillariophyta","c_000000434697"
"","687","0.4502","10856","3.6648","Eukaryota","Bacillariophyta","c_000001132942"
"","688","0.4493","6014","1.0105","Eukaryota","Bacillariophyta","c_000004332271"
"","689","0.4701","6620","0.9192","Eukaryota","Bacillariophyta","c_000003361871"
"","690","0.4586","23143","1.0681","Eukaryota","Bacillariophyta","c_000001310950"
"","691","0.4473","8146","1.2936","Eukaryota","Bacillariophyta","c_000001312627"
