"sel","_id","gc","length","W_Bin_178-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","1169","0.4921","2670","3.8345","Eukaryota","Bacillariophyta","c_000001400495"
"","1170","0.4956","2641","11.6229","Eukaryota","Bacillariophyta","c_000003216352"
"","1171","0.4759","16927","10.6209","Eukaryota","Bacillariophyta","c_000003551433"
"","1172","0.4791","2484","4.7363","Eukaryota","Bacillariophyta","c_000001901987"
"","1173","0.4792","3433","8.6405","Eukaryota","Bacillariophyta","c_000001554715"
"","1174","0.4838","10326","9.7215","Eukaryota","Bacillariophyta","c_000003076973"
"","1175","0.4709","4302","9.0316","Eukaryota","Bacillariophyta","c_000004381026"
"","1176","0.4831","3136","8.0772","Eukaryota","Bacillariophyta","c_000000072782"
"","1177","0.477","5518","7.0323","Eukaryota","Bacillariophyta","c_000003408105"
"","1178","0.4948","2524","7.1482","Eukaryota","Bacillariophyta","c_000002485020"
"","1179","0.4662","4539","7.0218","Eukaryota","Bacillariophyta","c_000000930801"
"","1180","0.4825","6912","8.538","Eukaryota","Bacillariophyta","c_000000535588"
"","1181","0.4667","3465","7.0338","Eukaryota","Bacillariophyta","c_000000869502"
"","1182","0.4758","5389","15.8944","Eukaryota","Bacillariophyta","c_000001235328"
"","1183","0.4925","10329","6.5721","Eukaryota","Bacillariophyta","c_000000242600"
"","1184","0.4844","3712","7.7298","Eukaryota","Bacillariophyta","c_000003748850"
"","1185","0.4997","1605","6.2243","Eukaryota","Bacillariophyta","c_000001799915"
"","1186","0.4762","1640","7.7713","Eukaryota","Bacillariophyta","c_000003391349"
"","1187","0.4906","11191","7.4303","Eukaryota","Bacillariophyta","c_000004298179"
"","1188","0.4882","3529","7.0983","Eukaryota","Bacillariophyta","c_000000123775"
"","1189","0.4633","2359","6.5354","no-hit","no-hit","c_000004959415"
"","1190","0.4844","5429","5.8414","Eukaryota","Bacillariophyta","c_000000418650"
"","1191","0.4637","4147","14.4953","Eukaryota","Bacillariophyta","c_000000052747"
"","1192","0.4944","3333","6.0474","Eukaryota","Bacillariophyta","c_000000237982"
"","1193","0.4932","5039","6.1788","Eukaryota","Bacillariophyta","c_000004178719"
"","1194","0.4789","20323","8.5658","Eukaryota","Bacillariophyta","c_000002572000"
"","1195","0.4786","3558","4.0764","no-hit","no-hit","c_000003091482"
"","1196","0.4887","5807","6.1949","Eukaryota","Endomyxa","c_000005355030"
"","1197","0.4702","2282","7.4119","no-hit","no-hit","c_000001525660"
"","1198","0.4665","9539","6.8274","Eukaryota","Bacillariophyta","c_000003609487"
"","1199","0.4765","3047","6.702","no-hit","no-hit","c_000001277013"
"","1200","0.4963","9681","50.1496","Eukaryota","Bacillariophyta","c_000000133300"
"","1201","0.4702","1948","4.6812","no-hit","no-hit","c_000004903051"
"","1202","0.4692","3971","7.1284","Eukaryota","Bacillariophyta","c_000004966687"
"","1203","0.4849","2250","9.2649","Eukaryota","Bacillariophyta","c_000001599353"
"","1204","0.4938","12887","7.7708","Eukaryota","Bacillariophyta","c_000002486344"
"","1205","0.4734","5982","7.7187","Eukaryota","Bacillariophyta","c_000000923035"
"","1206","0.483","3826","6.7203","Eukaryota","Bacillariophyta","c_000002406148"
"","1207","0.4747","6986","7.7753","Eukaryota","Bacillariophyta","c_000003881073"
"","1208","0.4878","5617","6.3733","Eukaryota","Bacillariophyta","c_000001302337"
"","1209","0.4787","7435","7.294","Eukaryota","Bacillariophyta","c_000002419367"
"","1210","0.49","5314","6.9612","Eukaryota","Bacillariophyta","c_000003556838"
"","1211","0.4898","4545","7.8649","Eukaryota","Bacillariophyta","c_000003475812"
"","1212","0.4779","1446","7.899","Eukaryota","Bacillariophyta","c_000000210153"
"","1213","0.4872","7050","6.9426","no-hit","no-hit","c_000001385544"
"","1214","0.4869","9155","7.8819","Eukaryota","Bacillariophyta","c_000002250136"
"","1215","0.4676","3088","7.374","Eukaryota","Bacillariophyta","c_000000587160"
"","1216","0.5057","3237","3.4776","no-hit","no-hit","c_000002210546"
"","1217","0.4891","2562","6.5082","no-hit","no-hit","c_000002586549"
"","1218","0.4805","2739","7.5882","Eukaryota","Bacillariophyta","c_000003765034"
"","1219","0.4878","8311","6.0746","Eukaryota","Bacillariophyta","c_000002029254"
"","1220","0.4962","6068","6.6246","Eukaryota","Bacillariophyta","c_000000860101"
"","1221","0.485","4078","13.0194","Eukaryota","Bacillariophyta","c_000001791102"
"","1222","0.4737","12509","7.6192","Eukaryota","Bacillariophyta","c_000000433378"
"","1223","0.4803","5850","10.1764","Eukaryota","Bacillariophyta","c_000001599244"
"","1224","0.4727","2088","5.3463","Eukaryota","Bacillariophyta","c_000002812042"
"","1225","0.4742","11471","8.0226","Eukaryota","Bacillariophyta","c_000004975391"
"","1226","0.474","3059","6.6966","Eukaryota","Bacillariophyta","c_000000542893"
"","1227","0.4704","2904","5.6801","Eukaryota","Bacillariophyta","c_000000406340"
"","1228","0.4736","4409","7.0683","Eukaryota","Bacillariophyta","c_000002911758"
"","1229","0.4736","3678","8.4043","Eukaryota","Bacillariophyta","c_000005133135"
"","1230","0.4827","7253","7.1963","Eukaryota","Bacillariophyta","c_000001359828"
"","1231","0.4882","5447","5.7916","Eukaryota","Bacillariophyta","c_000000512188"
"","1232","0.4769","2657","9.5551","Eukaryota","Bacillariophyta","c_000003389501"
"","1233","0.4929","3617","6.8477","Eukaryota","Bacillariophyta","c_000002376851"
"","1234","0.5156","3625","9.5404","Eukaryota","Bacillariophyta","c_000000102458"
"","1235","0.479","6294","7.6921","Eukaryota","Bacillariophyta","c_000004702439"
"","1236","0.4911","2468","5.566","Eukaryota","Bacillariophyta","c_000001508776"
"","1237","0.4883","5912","7.8285","Eukaryota","Bacillariophyta","c_000000116972"
"","1238","0.4867","9069","7.9729","Eukaryota","Bacillariophyta","c_000004279890"
"","1239","0.4951","1828","6.6707","Eukaryota","Bacillariophyta","c_000004932237"
"","1240","0.4861","4818","12.334","Eukaryota","Bacillariophyta","c_000005060414"
"","1241","0.4748","3926","8.6258","Eukaryota","Bacillariophyta","c_000001893836"
"","1242","0.4875","1846","5.6078","Eukaryota","Bacillariophyta","c_000002505084"
"","1243","0.4777","3540","7.2613","no-hit","no-hit","c_000000929925"
"","1244","0.478","2793","8.246","no-hit","no-hit","c_000004154302"
"","1245","0.4794","2935","4.1656","no-hit","no-hit","c_000000682869"
"","1246","0.4899","9949","8.6822","Eukaryota","Bacillariophyta","c_000003574027"
"","1247","0.5025","6376","5.8634","Eukaryota","Bacillariophyta","c_000005436595"
"","1248","0.4732","3282","7.0804","no-hit","no-hit","c_000005055991"
"","1249","0.4858","3944","7.2558","Eukaryota","Bacillariophyta","c_000000381503"
"","1250","0.5006","3262","5.7259","Eukaryota","Bacillariophyta","c_000000533057"
"","1251","0.4855","19390","7.2026","Eukaryota","Bacillariophyta","c_000003621730"
"","1252","0.483","2323","16.7378","no-hit","no-hit","c_000002308971"
"","1253","0.4795","7243","7.3499","Eukaryota","Bacillariophyta","c_000000333289"
"","1254","0.4961","4850","7.2014","Eukaryota","Bacillariophyta","c_000004784784"
"","1255","0.4818","7011","7.8912","Eukaryota","Bacillariophyta","c_000005008470"
"","1256","0.4741","2084","7.6358","Eukaryota","Bacillariophyta","c_000004192903"
"","1257","0.4685","2506","7.8224","Eukaryota","Bacillariophyta","c_000000444243"
"","1258","0.4738","7305","8.5099","Eukaryota","Bacillariophyta","c_000000848293"
"","1259","0.4832","27563","6.965","Eukaryota","Bacillariophyta","c_000001326327"
"","1260","0.4957","3133","5.6211","Eukaryota","Bacillariophyta","c_000002620413"
"","1261","0.4936","6033","8.6663","Eukaryota","Bacillariophyta","c_000000561001"
"","1262","0.4949","6981","4.7923","Eukaryota","Bacillariophyta","c_000001573021"
"","1263","0.4901","4007","7.1667","Eukaryota","Bacillariophyta","c_000004104791"
"","1264","0.4963","5497","5.203","Eukaryota","Bacillariophyta","c_000002143536"
"","1265","0.4861","9715","7.3512","Eukaryota","Bacillariophyta","c_000005391220"
"","1266","0.5092","3425","6.9232","no-hit","no-hit","c_000002142228"
"","1267","0.4889","3753","79.1476","Eukaryota","Bacillariophyta","c_000002784630"
"","1268","0.4846","4063","7.2419","Eukaryota","Bacillariophyta","c_000000728523"
"","1269","0.4929","2812","8.2937","Eukaryota","Bacillariophyta","c_000000444896"
"","1270","0.4763","3611","9.8258","Eukaryota","Bacillariophyta","c_000000119729"
"","1271","0.4859","4009","9.4931","Eukaryota","Bacillariophyta","c_000003853932"
"","1272","0.4776","2232","8.4377","Eukaryota","Bacillariophyta","c_000003010660"
"","1273","0.4787","2987","6.8872","Eukaryota","Bacillariophyta","c_000003049185"
"","1274","0.4932","2062","5.8453","no-hit","no-hit","c_000003253144"
"","1275","0.4981","2343","6.1805","Eukaryota","Bacillariophyta","c_000005394436"
"","1276","0.47","5959","8.1833","Eukaryota","Bacillariophyta","c_000002296572"
"","1277","0.4892","2741","3.7205","Eukaryota","Bacillariophyta","c_000004175318"
"","1278","0.4778","10409","5.8737","Eukaryota","Bacillariophyta","c_000000972728"
"","1279","0.4889","3547","6.4855","Eukaryota","Bacillariophyta","c_000003679270"
"","1280","0.4897","1595","5.4056","Eukaryota","Bacillariophyta","c_000004411725"
"","1281","0.4811","3498","6.3796","Eukaryota","Bacillariophyta","c_000003644085"
"","1282","0.4818","3732","8.4001","Eukaryota","Bacillariophyta","c_000004774274"
"","1283","0.4887","2877","6.5638","Eukaryota","Bacillariophyta","c_000001055343"
"","1284","0.4827","7991","6.7629","Eukaryota","Bacillariophyta","c_000003217980"
"","1285","0.4964","3070","7.2072","Eukaryota","Bacillariophyta","c_000001182799"
"","1286","0.4774","15304","6.699","Eukaryota","Bacillariophyta","c_000002537304"
"","1287","0.4943","3152","6.9524","Eukaryota","Bacillariophyta","c_000003226633"
"","1288","0.4774","3146","5.2778","Eukaryota","Bacillariophyta","c_000001886935"
"","1289","0.4867","3337","8.0066","Eukaryota","Bacillariophyta","c_000005196287"
"","1290","0.4721","4260","7.8075","Eukaryota","Bacillariophyta","c_000000940779"
"","1291","0.4848","8935","9.0515","Eukaryota","Bacillariophyta","c_000001631149"
"","1292","0.4884","4234","7.8054","Eukaryota","Bacillariophyta","c_000001562884"
"","1293","0.5006","2723","6.8718","no-hit","no-hit","c_000005308295"
"","1294","0.4798","2753","6.0356","Eukaryota","Bacillariophyta","c_000002171284"
"","1295","0.4792","3702","7.6915","Eukaryota","Bacillariophyta","c_000001283438"
"","1296","0.4835","3841","6.2078","Eukaryota","Bacillariophyta","c_000004690661"
"","1297","0.4925","5566","7.5081","Eukaryota","Bacillariophyta","c_000004475558"
"","1298","0.486","4241","6.5371","Eukaryota","Bacillariophyta","c_000000518471"
"","1299","0.4853","4943","8.0263","Eukaryota","Bacillariophyta","c_000004758882"
"","1300","0.4979","4664","6.931","Eukaryota","Bacillariophyta","c_000004610270"
"","1301","0.485","3326","5.7805","Eukaryota","Bacillariophyta","c_000003456248"
"","1302","0.4963","6222","6.3872","Eukaryota","Bacillariophyta","c_000001533126"
"","1303","0.4719","8311","7.1928","Eukaryota","Bacillariophyta","c_000000462586"
"","1304","0.476","2103","9.553","Eukaryota","Bacillariophyta","c_000000561114"
"","1305","0.4705","6259","6.657","Eukaryota","Bacillariophyta","c_000003176721"
"","1306","0.4898","5225","7.8002","Eukaryota","Bacillariophyta","c_000001956061"
"","1307","0.4705","5943","4.9638","no-hit","no-hit","c_000000287428"
"","1308","0.4661","7029","8.4343","Eukaryota","Bacillariophyta","c_000002642080"
"","1309","0.47","2930","8.5273","Eukaryota","Bacillariophyta","c_000001285304"
"","1310","0.4691","3707","8.2093","Eukaryota","Bacillariophyta","c_000004314453"
"","1311","0.4931","10004","6.88","Eukaryota","Oomycota","c_000004110271"
"","1312","0.4657","3444","6.3763","Eukaryota","Bacillariophyta","c_000001985722"
"","1313","0.4881","2014","7.3605","Eukaryota","Bacillariophyta","c_000004661550"
"","1314","0.4797","5501","7.0983","Eukaryota","Bacillariophyta","c_000002763610"
"","1315","0.4772","2659","6.1143","Eukaryota","Bacillariophyta","c_000004640987"
"","1316","0.4947","5553","6.9879","Eukaryota","Bacillariophyta","c_000001665217"
"","1317","0.4685","4628","10.7952","Eukaryota","Bacillariophyta","c_000003410424"
"","1318","0.5016","3810","27.3136","no-hit","no-hit","c_000004531362"
"","1319","0.4816","14266","7.4619","Eukaryota","Bacillariophyta","c_000002654375"
"","1320","0.4631","3185","6.913","Eukaryota","Bacillariophyta","c_000001433561"
"","1321","0.4674","4698","5.0815","Eukaryota","Bacillariophyta","c_000001276194"
"","1322","0.4913","4118","6.5486","Eukaryota","Bacillariophyta","c_000001803168"
"","1323","0.4901","7454","6.5695","Eukaryota","Bacillariophyta","c_000003822380"
"","1324","0.4823","4520","8.4418","Eukaryota","Bacillariophyta","c_000003781542"
"","1325","0.4884","20123","6.7763","Eukaryota","Bacillariophyta","c_000002703870"
"","1326","0.496","3724","5.4699","no-hit","no-hit","c_000005082220"
"","1327","0.4783","6153","6.4739","Eukaryota","Bacillariophyta","c_000000511463"
"","1328","0.4695","3144","9.0566","no-hit","no-hit","c_000002028775"
"","1329","0.478","3257","6.7599","Eukaryota","Bacillariophyta","c_000001764652"
"","1330","0.4722","3361","6.41","Eukaryota","Bacillariophyta","c_000004157943"
"","1331","0.483","6404","7.319","Eukaryota","Bacillariophyta","c_000003045947"
"","1333","0.4848","4596","7.9678","Eukaryota","Bacillariophyta","c_000001101455"
"","1334","0.5166","5203","5.9817","Eukaryota","Bacillariophyta","c_000000179936"
"","1335","0.5106","4436","7.0212","Eukaryota","Bacillariophyta","c_000004053660"
"","1336","0.4815","3217","7.1713","Eukaryota","Bacillariophyta","c_000003823223"
"","1337","0.4774","4426","7.2074","Eukaryota","Bacillariophyta","c_000003830621"
"","1338","0.4945","2101","5.8986","Eukaryota","Bacillariophyta","c_000002203624"
"","1339","0.4744","4431","10.2501","no-hit","no-hit","c_000000489140"
"","1340","0.4802","5493","7.2798","Eukaryota","Bacillariophyta","c_000000140990"
"","1341","0.4864","7952","7.2879","Eukaryota","Bacillariophyta","c_000001818334"
"","1342","0.4787","2047","7.2369","no-hit","no-hit","c_000002042828"
"","1343","0.4995","2767","7.5837","Eukaryota","Bacillariophyta","c_000001073687"
"","1344","0.493","2278","6.6097","Eukaryota","Bacillariophyta","c_000001119950"
"","1345","0.4835","2492","6.6726","Eukaryota","Bacillariophyta","c_000005044096"
"","1346","0.5093","3817","6.8431","Eukaryota","Bacillariophyta","c_000005292110"
"","1347","0.4976","3388","7.8149","Eukaryota","Bacillariophyta","c_000004279750"
"","1348","0.4986","8066","7.7639","Eukaryota","Bacillariophyta","c_000000812207"
"","1349","0.476","2710","7.4107","Eukaryota","Bacillariophyta","c_000005059519"
"","1350","0.4835","3634","7.7411","Eukaryota","Bacillariophyta","c_000002252205"
"","1351","0.4719","4732","5.8893","Eukaryota","Bacillariophyta","c_000000163503"
"","1352","0.4789","2399","7.2926","no-hit","no-hit","c_000004653237"
"","1353","0.5074","2856","7.1359","Eukaryota","Bacillariophyta","c_000001225275"
"","1354","0.482","5419","6.5324","Eukaryota","Bacillariophyta","c_000000254446"
"","1355","0.4788","4545","6.4931","Eukaryota","Bacillariophyta","c_000000655321"
"","1356","0.4856","5607","10.6991","Eukaryota","Bacillariophyta","c_000000833891"
"","1357","0.4846","4573","7.8141","Eukaryota","Bacillariophyta","c_000005014319"
"","1358","0.4649","4375","7.3909","no-hit","no-hit","c_000002391970"
"","1359","0.4733","3317","6.2728","no-hit","no-hit","c_000003222947"
"","1360","0.4731","4652","7.4448","Eukaryota","Bacillariophyta","c_000000662292"
"","1361","0.492","2057","6.1949","Eukaryota","Bacillariophyta","c_000000823547"
"","1362","0.465","2583","5.8784","Eukaryota","Bacillariophyta","c_000002681684"
"","1363","0.5052","2585","7.3667","Eukaryota","Bacillariophyta","c_000005014603"
"","1364","0.4757","4560","6.1796","Eukaryota","Bacillariophyta","c_000003703602"
"","1365","0.483","10474","7.8815","Eukaryota","Bacillariophyta","c_000000594992"
"","1366","0.4814","6037","5.7539","Eukaryota","Bacillariophyta","c_000002040443"
"","1367","0.493","4507","7.2119","Eukaryota","Bacillariophyta","c_000005235622"
"","1368","0.4808","4359","6.9521","Eukaryota","Bacillariophyta","c_000002187054"
"","1369","0.4731","3773","6.4052","no-hit","no-hit","c_000003282791"
"","1370","0.4728","7310","7.2466","Eukaryota","Bacillariophyta","c_000001630196"
"","1371","0.5017","4451","7.5518","Eukaryota","Bacillariophyta","c_000001010252"
"","1372","0.4832","2297","5.7005","Eukaryota","Bacillariophyta","c_000000780546"
"","1373","0.4819","3920","9.9204","no-hit","no-hit","c_000004049001"
"","1374","0.4936","5118","6.7182","Eukaryota","Mucoromycota","c_000004486142"
"","1375","0.4809","4855","6.2002","Eukaryota","Bacillariophyta","c_000000870724"
"","1376","0.4752","5818","7.0325","Eukaryota","Bacillariophyta","c_000001769221"
"","1377","0.4661","7278","6.3899","Eukaryota","Bacillariophyta","c_000000527266"
"","1378","0.4847","25491","8.3975","Eukaryota","Bacillariophyta","c_000001315263"
"","1379","0.4878","3639","12.435","no-hit","no-hit","c_000001513952"
"","1380","0.4763","3122","6.4593","Eukaryota","Bacillariophyta","c_000004692118"
"","1381","0.484","2279","6.0298","no-hit","no-hit","c_000001979668"
"","1382","0.4713","4354","8.1288","no-hit","no-hit","c_000001356618"
"","1383","0.4874","6738","7.9622","Eukaryota","Bacillariophyta","c_000001199157"
"","1384","0.4934","2497","5.9351","Eukaryota","Bacillariophyta","c_000001634333"
"","1385","0.491","5130","6.4448","Eukaryota","Bacillariophyta","c_000001925415"
"","1386","0.4914","13099","7.3535","Eukaryota","Bacillariophyta","c_000005225056"
"","1387","0.4793","3768","7.3235","Eukaryota","Bacillariophyta","c_000001328612"
"","1388","0.5013","2593","5.7659","Eukaryota","Bacillariophyta","c_000003499234"
"","1389","0.4646","3474","7.5544","Eukaryota","Bacillariophyta","c_000001560372"
"","1390","0.4962","3652","7.325","Eukaryota","Bacillariophyta","c_000005313967"
"","1391","0.4653","2562","8.3154","Eukaryota","Bacillariophyta","c_000004989823"
"","1392","0.487","3891","5.0753","Eukaryota","Bacillariophyta","c_000002078762"
"","1393","0.4817","10860","7.4014","Eukaryota","Bacillariophyta","c_000001269386"
"","1394","0.4906","4342","6.3763","Eukaryota","Bacillariophyta","c_000003571896"
"","1395","0.4832","2088","5.8022","Eukaryota","Bacillariophyta","c_000002840506"
"","1396","0.4612","4055","8.0471","Eukaryota","Bacillariophyta","c_000002632582"
"","1397","0.4741","2375","8.2312","Eukaryota","Bacillariophyta","c_000002247347"
"","1398","0.4732","4706","7.7758","Eukaryota","Bacillariophyta","c_000000451468"
"","1399","0.4993","3599","4.0992","Eukaryota","Bacillariophyta","c_000005331606"
"","1400","0.4831","2749","6.0607","Eukaryota","Bacillariophyta","c_000003596520"
"","1401","0.4913","3395","5.0021","Eukaryota","Bacillariophyta","c_000002837191"
"","1402","0.4719","3636","8.2929","Eukaryota","Bacillariophyta","c_000001410090"
"","1403","0.4782","6836","6.8103","Eukaryota","Bacillariophyta","c_000001135031"
"","1404","0.4777","5667","4.694","no-hit","no-hit","c_000002179638"
"","1405","0.4811","7474","7.3006","Eukaryota","Bacillariophyta","c_000002615786"
"","1406","0.4786","3872","7.1335","Eukaryota","Bacillariophyta","c_000004971030"
"","1407","0.4829","8281","7.3234","Eukaryota","Bacillariophyta","c_000004557302"
"","1408","0.4834","7381","8.9067","Eukaryota","Bacillariophyta","c_000001962153"
"","1409","0.4781","3608","6.5715","Eukaryota","Bacillariophyta","c_000002616630"
"","1410","0.4826","6564","8.0405","Eukaryota","Bacillariophyta","c_000001030787"
"","1411","0.4521","3028","10.3666","Eukaryota","Bacillariophyta","c_000005056254"
"","1412","0.4686","8961","7.1537","Eukaryota","Bacillariophyta","c_000000582248"
"","1413","0.4739","4535","7.4192","Eukaryota","Bacillariophyta","c_000004830931"
"","1414","0.4817","4054","7.5446","Eukaryota","Bacillariophyta","c_000003741128"
"","1415","0.5012","2047","4.2916","Eukaryota","Bacillariophyta","c_000003231723"
"","1416","0.4893","4805","7.3355","no-hit","no-hit","c_000003853621"
"","1417","0.4793","9676","12.2231","Eukaryota","Eukaryota-undef","c_000001443408"
"","1418","0.4849","8384","6.9875","Eukaryota","Bacillariophyta","c_000000219652"
"","1419","0.4664","4513","38.6765","Eukaryota","Bacillariophyta","c_000000642266"
"","1420","0.4947","6840","5.7238","Eukaryota","Bacillariophyta","c_000004658080"
"","1421","0.4788","11907","7.8151","Eukaryota","Bacillariophyta","c_000002033524"
"","1422","0.4777","4725","5.5454","Eukaryota","Bacillariophyta","c_000004108438"
"","1423","0.4815","4048","9.7698","Eukaryota","Bacillariophyta","c_000004212328"
"","1424","0.4819","4457","7.5672","Eukaryota","Bacillariophyta","c_000000903877"
"","1425","0.5072","4247","5.842","Eukaryota","Bacillariophyta","c_000000566726"
"","1426","0.4869","5229","7.175","no-hit","no-hit","c_000000009556"
"","1427","0.4661","6256","7.673","Eukaryota","Bacillariophyta","c_000005003863"
"","1428","0.4891","2470","4.9887","Eukaryota","Bacillariophyta","c_000004448529"
"","1429","0.4866","2279","7.1768","Eukaryota","Bacillariophyta","c_000004881377"
"","1430","0.4817","2080","4.874","Eukaryota","Bacillariophyta","c_000002188424"
"","1431","0.4836","6540","6.598","Eukaryota","Bacillariophyta","c_000004029910"
"","1432","0.4628","2567","6.619","no-hit","no-hit","c_000004537261"
"","1433","0.4707","3769","4.425","no-hit","no-hit","c_000000388227"
"","1434","0.4952","5537","74.4407","Eukaryota","Bacillariophyta","c_000003134463"
"","1435","0.4848","9577","5.2767","Eukaryota","Bacillariophyta","c_000005063229"
"","1436","0.472","3265","7.4711","Eukaryota","Bacillariophyta","c_000000986385"
"","1437","0.4908","13636","7.8897","Eukaryota","Bacillariophyta","c_000002129928"
"","1438","0.492","2364","7.0939","Eukaryota","Bacillariophyta","c_000003447786"
"","1439","0.4791","7860","7.1135","Eukaryota","Bacillariophyta","c_000000875674"
"","1440","0.4943","4742","5.6466","Eukaryota","Bacillariophyta","c_000000630569"
"","1441","0.4779","6587","8.1245","Eukaryota","Bacillariophyta","c_000001380999"
"","1442","0.4998","8621","16.7434","Eukaryota","Bacillariophyta","c_000001566473"
"","1443","0.4752","7615","7.1438","Eukaryota","Bacillariophyta","c_000003399491"
"","1444","0.4911","5750","11.1459","Eukaryota","Bacillariophyta","c_000002625610"
"","1445","0.4962","4889","5.5823","no-hit","no-hit","c_000004909551"
"","1446","0.5073","2452","206.148","Eukaryota","Bacillariophyta","c_000002349592"
"","1447","0.4733","1874","10.0523","Eukaryota","Bacillariophyta","c_000001610574"
"","1448","0.5044","2264","5.1387","Eukaryota","Bacillariophyta","c_000004726013"
"","1449","0.4988","4328","5.3394","Eukaryota","Bacillariophyta","c_000001098158"
"","1450","0.4971","2402","7.1366","Eukaryota","Bacillariophyta","c_000003819659"
"","1451","0.4675","6203","6.2391","Eukaryota","Bacillariophyta","c_000000336929"
"","1452","0.4815","15011","7.8755","Eukaryota","Bacillariophyta","c_000001020722"
"","1453","0.4856","5867","6.8486","Eukaryota","Bacillariophyta","c_000000990323"
"","1454","0.4852","3691","6.3742","Eukaryota","Haptophyta","c_000000682164"
"","1455","0.4569","5450","14.8406","no-hit","no-hit","c_000003003370"
"","1456","0.4798","5479","9.6894","Eukaryota","Bacillariophyta","c_000000295842"
"","1457","0.4982","3302","4.7813","Eukaryota","Bacillariophyta","c_000001329094"
"","1458","0.4829","1988","15.243","Eukaryota","Bacillariophyta","c_000005272039"
"","1459","0.4854","3723","7.3288","Eukaryota","Bacillariophyta","c_000002651331"
"","1460","0.4802","5108","7.2067","Eukaryota","Bacillariophyta","c_000002570833"
"","1461","0.4879","3890","7.5694","Eukaryota","Bacillariophyta","c_000000863272"
"","1462","0.4778","2884","4.777","Eukaryota","Bacillariophyta","c_000002293791"
"","1463","0.4985","4329","7.8353","Eukaryota","Bacillariophyta","c_000001708854"
"","1464","0.494","8393","10.0967","Eukaryota","Bacillariophyta","c_000004011218"
"","1465","0.4854","4918","31.2259","Eukaryota","Bacillariophyta","c_000001094561"
"","1466","0.4943","8447","5.6697","Eukaryota","Bacillariophyta","c_000000258886"
"","1467","0.4828","2989","4.6895","Eukaryota","Chlorophyta","c_000000360467"
"","1468","0.4816","5368","6.8586","Eukaryota","Haptophyta","c_000001334961"
"","1469","0.482","3454","3.8251","Eukaryota","Bacillariophyta","c_000002353079"
"","1470","0.4922","4063","17.9038","Eukaryota","Bacillariophyta","c_000002953559"
"","1471","0.4889","8848","9.1731","Eukaryota","Bacillariophyta","c_000002805670"
"","1472","0.4851","4818","46.2765","Eukaryota","Bacillariophyta","c_000001950913"
"","1473","0.475","2339","6.8097","Eukaryota","Bacillariophyta","c_000000951481"
"","1474","0.472","4347","17.1286","no-hit","no-hit","c_000001115269"
"","1475","0.5049","2933","5.0852","Eukaryota","Bacillariophyta","c_000002414725"
"","1476","0.4768","3104","9.8447","no-hit","no-hit","c_000003060417"
"","1477","0.4944","3291","5.478","Eukaryota","Bacillariophyta","c_000002932240"
"","1478","0.4664","10011","7.5515","Eukaryota","Bacillariophyta","c_000000057365"
"","1479","0.4867","3885","6.3768","Eukaryota","Bacillariophyta","c_000003427768"
"","1480","0.501","4607","4.2768","Eukaryota","Bacillariophyta","c_000001726088"
"","1481","0.4844","7155","8.1449","Eukaryota","Bacillariophyta","c_000001505311"
"","1482","0.4924","3483","6.3175","Eukaryota","Bacillariophyta","c_000002571556"
"","1483","0.4787","3992","8.1638","Eukaryota","Bacillariophyta","c_000004379131"
"","1484","0.4886","4116","8.1511","Eukaryota","Bacillariophyta","c_000000383886"
"","1485","0.4993","13373","8.422","Eukaryota","Bacillariophyta","c_000002696990"
"","1486","0.4932","4142","7.0278","Eukaryota","Bacillariophyta","c_000001471852"
"","1487","0.4851","1816","5.6008","Eukaryota","Bacillariophyta","c_000002535783"
"","1488","0.4798","3270","7.0881","Eukaryota","Bacillariophyta","c_000000426251"
"","1489","0.4773","2581","7.0019","Eukaryota","Bacillariophyta","c_000002214511"
"","1490","0.4848","2803","5.7645","no-hit","no-hit","c_000004942575"
"","1491","0.4944","3495","7.6638","Eukaryota","Bacillariophyta","c_000005180641"
"","1492","0.4744","4863","9.2161","Eukaryota","Bacillariophyta","c_000000822141"
"","1493","0.4795","3412","8.8675","Eukaryota","Bacillariophyta","c_000000309360"
"","1494","0.4927","2525","8.1659","no-hit","no-hit","c_000004803497"
"","1495","0.4737","2187","6.0837","no-hit","no-hit","c_000002804339"
"","1496","0.474","10645","9.8628","Eukaryota","Bacillariophyta","c_000000189001"
"","1497","0.4763","4004","6.6533","Eukaryota","Bacillariophyta","c_000003496242"
"","1498","0.5048","5549","6.9405","Eukaryota","Bacillariophyta","c_000003532276"
"","1499","0.4923","2021","4.3751","no-hit","no-hit","c_000004350086"
"","1500","0.4936","5486","8.6291","Eukaryota","Bacillariophyta","c_000003545933"
"","1501","0.4576","2509","6.3396","no-hit","no-hit","c_000005246368"
"","1502","0.4756","3583","7.2392","Eukaryota","Bacillariophyta","c_000000390873"
"","1503","0.4898","3777","7.7085","Eukaryota","Bacillariophyta","c_000002037689"
"","1504","0.488","2635","4.7856","no-hit","no-hit","c_000004087294"
"","1505","0.4879","6714","9.5152","Eukaryota","Bacillariophyta","c_000001235365"
"","1506","0.4722","2874","6.8946","Eukaryota","Bacillariophyta","c_000000798574"
"","1507","0.4839","8561","6.8894","Eukaryota","Bacillariophyta","c_000002945856"
"","1508","0.478","3642","6.7839","Eukaryota","Bacillariophyta","c_000000562534"
